ID,AGE_GROUP,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TAXID,CREDITCARD,DOB,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,ZIP4,LONGITUDE,LATITUDE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
1423,"Adult","High","F","S",0,+0076142.00,"N",32,"839706944","7730738424750270",19910618,"11912 N DIXIE DR",,"BOWMAN","CA","95604","0",,,+0028422.84,84,14211,1421,+0021.00,5,5,+00000000.0000,+00001421.14200
1424,"Adult","High","F","M",1,+0046513.50,"N",30,"137855978","1618583271917047",19450515,"89-965 NANAKULI AVE",,"CHAMBERSBURG","PA","17201","0",-077.670056,+039.934419,+0017061.71,41,8530,853,+0010.25,5,6,+00000000.0000,+00000853.08550
1425,"Young adult","High","M","S",1,+0001765.41,"N",19,"570494893","4313259864526256",19520815,"8468 47TH AVE NW",,"SEATTLE","WA","98168","0",-122.308087,+047.494678,+0003040.30,44,760,76,+0006.60,5,20,+00000000.0000,+00000152.01500
1426,"Adult","Low","F","S",2,+0019131.10,"N",56,"135256015","6944397712704774",19790531,"3884 WILLIAMSON AVE NE",,"TECUMSEH","OK","74873","0",-096.930121,+035.267923,+0022152.22,34,11076,1107,+0008.50,2,8,+00001107.6110,+00000000.00000
1427,"Adult","High","F","S",0,+0098716.30,"N",56,"187563436","1350855940189073",19160708,"63 S 141 E",,"GREENSBURG","PA","15601","0",,,+0020972.10,13,10486,1048,+0003.25,2,5,+00000000.0000,+00001048.60500
1428,"Adult","Low","F","S",2,+0038280.00,"N",34,"669335826","7723056411857032",19050618,"450 E FREEHOLD RD",,"MINNEAPOLIS","MN","55487","452",,,+0011641.16,74,5820,582,+0018.50,1,6,+00000582.0580,+00000000.00000
1429,"Adult","Low","F","S",2,+0006440.46,"Y",46,"102286641","7473837076731639",19041026,"553 FALL MOUNTAIN RD",,"LEAVENWORTH","KS","66048","0",-094.910907,+039.319592,+0022662.27,27,11331,1133,+0006.75,4,5,+00001133.1135,+00000000.00000
1430,"Young adult","Medium","M","M",1,+0063900.90,"N",28,"622592778","3793497655450181",19710706,"2 CLOVER LANE CT",,"RHINEBECK","NY","12572","0",,,+0008360.84,39,2090,209,+0005.85,5,11,+00000000.0000,+00000209.02100
1431,"Adult","High","M","M",2,+0028766.90,"N",47,"160454281","2862379810738866",19950602,"2101 AVENUE H",,"MANILLA","IN","46150","0",,,+0006110.61,58,1527,152,+0008.70,3,15,+00000000.0000,+00000305.53050
1432,"Adult","High","F","M",1,+0056722.80,"N",61,"998832101","3112618510095927",19971212,"255 COUNTY ROAD 4120",,"EAST ORANGE","NJ","07018","4055",,,+0017371.74,51,8685,868,+0012.75,3,5,+00000000.0000,+00000868.58700
1433,"Child","Medium","M","M",1,+0005252.29,"N",16,"745846145","2924828479142047",19980527,"87501 US HIGHWAY 66",,"CAMARGO","IL","61919","0",,,+0002650.27,17,662,66,+0002.55,1,12,+00000000.0000,+00000066.25675
1434,"Adult","High","F","M",0,+0078851.30,"N",48,"255200374","1541007956780339",19821029,"460 MAY VALLEY LN APT E",,"CARYVILLE","FL","32427","0",,,+0000370.04,28,92,9,+0004.20,4,15,+00000000.0000,+00000018.50200
1435,"Adult","Medium","M","S",0,+0072928.20,"N",39,"127557640","6900083703852904",19110511,"710 ORLANDO AVE APT 1F",,"DORADO","PR","0646","0",,,+0007450.75,196,1862,186,+0029.40,5,12,+00000000.0000,+00000186.26875
1436,"Young adult","Low","M","M",2,+0091272.20,"Y",25,"74798825","7418702101831712",19110415,"2613 LITTLE DRY RUN RD",,"CIDRA","PR","0739","0",,,+0026992.70,13,13496,1349,+0003.25,1,9,+00001349.6350,+00000000.00000
1437,"Adult","High","F","M",0,+0083891.90,"Y",61,"185581631","9720404562108261",19021230,"2058 W TYLER AVE",,"CLIFTON","NJ","07011","0",,,+0028922.89,45,14461,1446,+0011.25,5,9,+00000000.0000,+00001446.14450
1438,"Adult","High","M","S",0,+0003601.71,"N",49,"392744427","4135518724516379",19331001,"806 MACY ST",,"ELY","NV","89301","0",,,+0009570.96,111,2392,239,+0016.65,5,18,+00000000.0000,+00000478.54800
1439,"Senior","High","F","S",0,+0073228.30,"N",70,"938717789","7959317417285037",19000401,"12746 US 52 HWY S",,"ARECIBO","PR","0612","0",,,+0022472.25,28,11236,1123,+0007.00,4,8,+00000000.0000,+00001123.61250
1440,"Adult","High","M","M",1,+0064792.30,"N",52,"273741609","8847260717610536",19630807,"1724 WHITEHAVEN",,"GLYNDON","MN","56547","0",,,+0013051.31,36,6525,652,+0009.00,5,7,+00000000.0000,+00000652.56550
1441,"Adult","Medium","F","S",0,+0093322.10,"Y",40,"413103451","6683911507239452",19430718,"95 W 25TH ST APT 1",,"WAPPINGERS FALLS","NY","12590","1723",,,+0029922.99,8,14961,1496,+0002.00,2,7,+00000000.0000,+00001496.14950
1442,"Adult","Low","M","M",2,+0049910.70,"Y",52,"285981585","3548605748235811",19320717,"5621 MCCARTY RD",,"EVERETT","WA","98205","0",,,+0027422.74,23,13711,1371,+0005.75,4,5,+00001371.1370,+00000000.00000
1443,"Adult","Low","M","M",1,+0076161.40,"Y",45,"181073923","7266960476329540",19990621,"2000 CALLE 4",,"CAROLINA","PR","0979","0",,,+0011961.20,25,5980,598,+0006.25,3,9,+00000598.0600,+00000000.00000
1444,"Child","High","F","M",2,+0055860.00,"Y",15,"140936864","5227501608888292",19240109,"3801 YOSEMITE BLVD STE F",,"HOUSTON","TX","77024","7776",,,+0016011.60,10,8005,800,+0002.50,3,7,+00000000.0000,+00000800.58000
1445,"Adult","High","M","M",2,+0057360.80,"Y",53,"142140981","4623142905124456",19720312,"843 EUCLID ST APT 101S",,"KIRKLAND","WA","98034","0",-122.209175,+047.709619,+0010361.04,57,5180,518,+0014.25,1,10,+00000000.0000,+00000518.05200
1446,"Adult","Low","M","M",1,+0092414.70,"Y",46,"124532194","7026205114555801",19990511,"35 CALLE A",,"SAINT LOUIS","MO","63115","0",-090.239146,+038.686518,+0029432.94,10,14716,1471,+0002.50,3,10,+00001471.6470,+00000000.00000
1447,"Adult","Low","F","S",2,+0014578.80,"Y",61,"170799553","3238606355951774",19050624,"PO BOX 80",,"MARLTON","NJ","08053","0",,,+0011911.19,95,5955,595,+0023.75,1,9,+00000595.5595,+00000000.00000
1448,"Adult","Medium","F","M",2,+0087578.20,"Y",53,"147903700","7039211534245489",19260130,"2657 S LAUREL ST",,"GRAND RAPIDS","MI","49503","0",-085.679862,+042.944807,+0000290.03,22,72,7,+0003.30,3,15,+00000000.0000,+00000007.25075
1449,"Child","Low","F","M",2,+0086695.40,"N",14,"195145642","5046593987911290",19560314,"840 BUELLS BEACH RD",,"DIX HILLS","NY","11746","0",,,+0025942.59,32,12971,1297,+0008.00,4,10,+00001297.1295,+00000000.00000
1450,"Adult","High","F","M",0,+0066666.00,"N",60,"739697783","5294610467942768",19610917,"3016 CLASS OF 22 HALL",,"NEW YORK","NY","10009","0",-073.977822,+040.720898,+0029642.96,90,14821,1482,+0022.50,3,8,+00000000.0000,+00001482.14800
1451,"Adult","High","M","M",1,+0002067.82,"N",48,"428571325","9200924970915381",19970530,"1801 SAWMILL RD",,"EAST DURHAM","NY","12423","0",,,+0015251.53,70,7625,762,+0017.50,2,9,+00000000.0000,+00000762.57650
1452,"Young adult","High","M","S",0,+0030665.20,"Y",23,"496726324","1723363234128175",19151026,"7050 INWOOD PARK DR APT 35",,"FOXBORO","MA","02035","0",,,+0005830.58,63,1457,145,+0009.45,5,16,+00000000.0000,+00000291.52900
1453,"Adult","High","F","M",1,+0077000.00,"Y",48,"183495778","4913434036708240",19810922,"150 BROADWAY PMB 20010",,"SAGAMORE BEACH","MA","02562","0",,,+0006080.61,30,1520,152,+0004.50,4,19,+00000000.0000,+00000304.03050
1454,"Adult","High","F","M",1,+0098680.40,"Y",43,"126827826","4290002322302697",19191223,"2228 N 1075 E",,"BRIGHAM CITY","UT","84302","0",,,+0017581.76,8,8790,879,+0002.00,4,9,+00000000.0000,+00000879.08800
1455,"Adult","High","M","M",0,+0065619.70,"Y",46,"187528610","2389611922518173",19610310,"4191 MIDVALE AVE N",,"CEDAR RAPIDS","IA","52404","0",,,+0013561.36,144,6780,678,+0036.00,3,9,+00000000.0000,+00000678.06800
1456,"Adult","Low","F","M",1,+0095620.30,"Y",46,"753990671","2816650790463840",19230615,"PO BOX 71",,"BOSTON","MA","02111","1439",,,+0010911.09,93,5455,545,+0023.25,1,7,+00000545.5545,+00000000.00000
1457,"Senior","High","F","S",0,+0085275.00,"N",70,"473354774","6621175302151597",19880629,"HC 6 BOX 98288",,"HOMESTEAD","FL","33032","0",-080.396363,+025.514821,+0022482.25,151,11241,1124,+0037.75,1,9,+00000000.0000,+00001124.11250
1458,"Adult","High","F","M",1,+0066921.40,"Y",55,"160343682","7884918842478858",19081023,"1499 E DECATUR ST",,"HUNTSVILLE","AL","35801","0",-086.585312,+034.733646,+0015701.57,8,7850,785,+0002.00,5,5,+00000000.0000,+00000785.07850
1459,"Adult","Low","F","M",1,+0098453.60,"Y",52,"142332649","8413546659790236",19281201,"3801 AVENUE D",,"VENICE","FL","34285","0",-082.435426,+027.100169,+0013721.37,11,6860,686,+0002.75,4,9,+00000686.0685,+00000000.00000
1460,"Adult","High","F","S",2,+0057420.00,"Y",43,"149622119","9588172231254753",19350424,"401 SAWGRASS HILL CT",,"DAPHNE","AL","36526","4652",,,+0025182.52,252,12591,1259,+0063.00,2,6,+00000000.0000,+00001259.12600
1461,"Young adult","Medium","M","M",0,+0058986.20,"N",27,"785459535","2725277542383942",19110604,"3066 E ANNE ST",,"VERSAILLES","OH","45380","0",,,+0003930.39,26,982,98,+0003.90,5,13,+00000000.0000,+00000098.25975
1462,"Adult","Low","F","M",2,+0047639.10,"N",61,"880385659","8722698414258261",19240503,"993 NORRIS LN",,"SAN ANTONIO","TX","78247","0",,,+0017481.75,39,8740,874,+0009.75,3,6,+00000874.0875,+00000000.00000
1463,"Young adult","Low","F","S",0,+0039461.00,"N",22,"347569643","6099117268539379",19640510,"PO BOX 106",,"FAYETTEVILLE","NC","28304","0",,,+0022872.29,103,11436,1143,+0025.75,4,9,+00001143.6145,+00000000.00000
1464,"Adult","Medium","M","M",1,+0047371.00,"Y",55,"824392098","4511969062817314",19511028,"1900 AVENUE U",,"WEATHERFORD","TX","76088","0",,,+0004980.50,258,1245,124,+0038.70,3,14,+00000000.0000,+00000124.51250
1465,"Child","Low","F","S",0,+0089813.60,"N",13,"113558603","5895385365820028",19380407,"2939 W EPPLER DR",,"PROVO","UT","84606","0",,,+0014941.49,149,7470,747,+0037.25,1,7,+00000747.0745,+00000000.00000
1466,"Young adult","Medium","M","S",1,+0016432.10,"Y",21,"162314604","4645644870210346",19061025,"4914 2ND ST SW",,"CHICAGO","IL","60609","0",-087.626832,+041.830760,+0020412.04,80,10206,1020,+0020.00,5,5,+00000000.0000,+00001020.60200
1467,"Adult","High","F","S",1,+0000540.40,"Y",39,"831871981","1237587243691292",19940318,"542 BROWDERS LOOP W",,"PRESTON","CT","06365","0",,,+0012341.23,7,6170,617,+0001.75,1,9,+00000000.0000,+00000617.06150
1468,"Adult","Medium","F","M",2,+0080087.70,"N",42,"843918699","6822531688004582",19720512,"6106 DUCK CREEK DR APT 8101",,"HUNTSVILLE","AL","35810","0",,,+0008740.87,22,2185,218,+0003.30,5,12,+00000000.0000,+00000218.52175
1469,"Adult","Low","F","M",2,+0059691.30,"N",38,"201589047","3004518032570752",19820724,"230 GLEN AVE",,"EASTCHESTER","NY","10709","0",,,+0021942.19,256,10971,1097,+0064.00,5,10,+00001097.1095,+00000000.00000
1470,"Adult","High","F","S",2,+0011251.10,"Y",46,"177058977","8575189326283656",19830724,"81 RES FCO FIGUEROA",,"ASTORIA","NY","11105","0",,,+0028422.84,113,14211,1421,+0028.25,5,10,+00000000.0000,+00001421.14200
1471,"Adult","High","M","S",1,+0037626.00,"N",34,"111766030","7304420833220883",19771216,"PO BOX 1133",,"GARDNER","KS","66051","0",,,+0007500.75,71,1875,187,+0010.65,5,16,+00000000.0000,+00000375.03750
1472,"Young adult","High","F","S",2,+0003416.62,"Y",23,"281510276","5244281345844291",19150318,"14343 PARNELL RD",,"TIPTON","IA","52772","0",,,+0018971.90,104,9485,948,+0026.00,2,9,+00000000.0000,+00000948.59500
1473,"Adult","Low","F","S",0,+0093454.30,"Y",49,"205657135","8533724616444889",19580207,"272 VALLEY RD STE 3",,"LAS VEGAS","NV","89110","0",-115.093381,+036.160110,+0018941.89,25,9470,947,+0006.25,2,5,+00000947.0945,+00000000.00000
1474,"Child","Low","M","M",0,+0005745.00,"Y",15,"780915899","1436158097317430",19660714,"1400 PASEO LA PALMA APT 34",,"MAYAGUEZ","PR","0680","0",,,+0026402.64,17,13201,1320,+0004.25,3,7,+00001320.1320,+00000000.00000
1475,"Young adult","Low","F","M",1,+0013829.40,"N",20,"422447140","7794876565980750",19390327,"701 S PROVIDENCE RD APT 3A",,"SPRINGFIELD","NJ","07081","0",,,+0045004.50,8,22502,2250,+0002.00,5,7,+00002250.2250,+00000000.00000
1476,"Adult","High","F","M",2,+0011234.70,"Y",49,"133049752","2313844732732976",19610526,"15017 TURTLE POND CT",,"MATAWAN","NJ","07747","0",,,+0000690.07,112,172,17,+0016.80,1,19,+00000000.0000,+00000034.50350
1477,"Senior","High","F","M",1,+0082931.30,"N",65,"202623784","9087455370538495",19651122,"5708 E BERNADINE DR",,"ASTORIA","NY","11102","0",-073.933893,+040.774694,+0019241.92,118,9620,962,+0029.50,3,10,+00000000.0000,+00000962.09600
1478,"Adult","High","F","M",2,+0057483.90,"N",44,"213044267","2355166389259570",19331025,"6332 SW 26TH ST",,"UNION GROVE","WI","53182","0",,,+0017011.70,27,8505,850,+0006.75,2,9,+00000000.0000,+00000850.58500
1479,"Adult","Low","F","S",2,+0021274.00,"N",46,"662050880","8351709026080404",19180801,"406 W MOFFETT ST",,"PHOENIX","AZ","85009","0",,,+0010871.09,32,5435,543,+0008.00,1,5,+00000543.5545,+00000000.00000
1480,"Adult","Low","F","M",2,+0028267.00,"N",30,"183021062","7885539817524025",19640204,"302 ROBINSON RD",,"DAVENPORT","ND","58021","0",,,+0021872.19,192,10936,1093,+0048.00,4,5,+00001093.6095,+00000000.00000
1481,"Adult","High","F","M",2,+0036725.10,"N",56,"722656813","8552170671913285",19950712,"113 SAXON LN",,"COVINA","CA","91722","0",,,+0008650.87,77,2162,216,+0011.55,4,18,+00000000.0000,+00000432.54350
1482,"Adult","High","M","S",1,+0094188.30,"N",58,"109062220","1673288620218999",19050205,"898 INTERSTATE 70 IND DR",,"ANAMOSA","IA","52205","0",,,+0020862.09,19,10431,1043,+0004.75,5,8,+00000000.0000,+00001043.10450
1483,"Adult","High","F","M",2,+0091861.00,"Y",42,"179453300","4534487205108263",19690106,"135 E 42ND ST FL 69",,"ALTOONA","PA","16601","0",-078.397817,+040.517621,+0015321.53,6,7660,766,+0001.50,5,6,+00000000.0000,+00000766.07650
1484,"Adult","Low","F","S",1,+0012374.90,"Y",33,"906152591","4266984412345608",19080510,"201 CORPORATE DR",,"DALLAS","TX","75231","4517",,,+0017491.75,106,8745,874,+0026.50,1,10,+00000874.5875,+00000000.00000
1485,"Young adult","Medium","F","M",2,+0069133.90,"Y",27,"211416827","6523980191603659",19250128,"1300 AVENUE Q",,"CAGUAS","PR","0725","0",,,+0008580.86,37,2145,214,+0005.55,2,15,+00000000.0000,+00000214.52150
1486,"Young adult","Low","F","M",2,+0084948.00,"Y",29,"205473940","8852096703875537",19610422,"5355AP COLONY DR N STE 1",,"LONG BEACH","IN","46360","0",-086.896201,+041.717369,+0011141.11,12,5570,557,+0003.00,1,5,+00000557.0555,+00000000.00000
1487,"Adult","High","F","M",2,+0030998.80,"N",41,"166014326","5787269781667210",19731021,"1935 EASTCHESTER RD APT 27A",,"RUSTON","LA","71270","0",-092.629521,+032.531971,+0002400.24,50,600,60,+0007.50,5,17,+00000000.0000,+00000120.01200
1488,"Child","High","M","S",0,+0015924.20,"N",14,"684771601","8388105607514637",19550727,"1 CARR 643",,"PERRYTON","TX","79070","0",,,+0000000.00,0,0,0,+0000.00,0,0,+00000000.0000,+00000000.00000
1489,"Adult","High","M","M",2,+0021416.50,"N",36,"151069258","8778834164333427",19010320,"828 SOUTH AVE",,"TITUSVILLE","NJ","08560","0",,,+0009900.99,8,2475,247,+0001.20,2,18,+00000000.0000,+00000495.04950
1490,"Child","Medium","M","M",2,+0078554.20,"N",17,"935986111","3598149565930382",19020922,"82 KELLY DR NE",,"POQUOSON","VA","23662","0",,,+0005590.56,23,1397,139,+0003.45,3,14,+00000000.0000,+00000139.76400
1491,"Adult","High","F","M",2,+0038215.90,"N",31,"335091435","1329929894369140",19211224,"412 KEARNY AVE STE A",,"BAYTOWN","TX","77521","3629",,,+0000000.00,0,0,0,+0000.00,0,0,+00000000.0000,+00000000.00000
1492,"Young adult","Low","F","M",1,+0014085.50,"N",19,"158923853","6194370974676286",19120822,"18 W VINE ST",,"GUANICA","PR","0653","0",,,+0029002.90,160,14501,1450,+0040.00,2,7,+00001450.1450,+00000000.00000
1493,"Adult","High","F","M",2,+0049745.30,"N",48,"181637177","7725165408799821",19580228,"4800 OAKSIDE DR",,"JACKSONVILLE","FL","32207","4156",,,+0002840.28,24,710,71,+0003.60,5,19,+00000000.0000,+00000142.01400
1494,"Child","High","F","M",2,+0088427.00,"N",14,"381078787","7157213828128475",19280504,"281 EAST ST STE 1",,"ASBURY PARK","NJ","07712","5241",-074.015520,+040.224029,+0022462.25,43,11231,1123,+0010.75,2,8,+00000000.0000,+00001123.11250
1495,"Young adult","Medium","F","M",2,+0098003.70,"Y",26,"266146988","2132528624769865",19950725,"34 ASHLEY ST",,"BROOKFIELD","OH","44403","0",,,+0001030.10,83,257,25,+0012.45,4,15,+00000000.0000,+00000025.75250
1496,"Adult","High","M","S",0,+0089142.70,"N",32,"804474156","2653852716216331",19270713,"UNIT 26129 BOX 201",,"MANATI","PR","0674","0",,,+0003760.38,5,940,94,+0000.75,1,17,+00000000.0000,+00000188.01900
1497,"Adult","Low","F","S",0,+0074530.80,"N",63,"200422483","9127194259677321",19770224,"PO BOX 7293",,"MAHASKA","KS","66955","0",,,+0020892.09,106,10446,1044,+0026.50,4,7,+00001044.6045,+00000000.00000
1498,"Young adult","Low","F","S",0,+0032962.60,"N",23,"109801896","8025017630288302",19891010,"1296 W OAK DRIVE CIR",,"OXLY","MO","63955","0",,,+0045004.50,262,22502,2250,+0065.50,3,6,+00002250.2250,+00000000.00000
1499,"Adult","High","F","M",2,+0076289.20,"N",48,"164839285","3599589603509169",19991123,"5776 HOBSON ST NE",,"MAPLE","WI","54854","4400",,,+0022202.22,82,11101,1110,+0020.50,5,5,+00000000.0000,+00001110.11100
1500,"Adult","Medium","M","M",1,+0066931.90,"N",64,"187263165","3815237694267467",19481026,"2186 DREW ST FRNT FRNT",,"AGAWAM","MA","01001","0",,,+0011721.17,5,5860,586,+0001.25,3,5,+00000000.0000,+00000586.05850
1501,"Young adult","High","M","M",2,+0009309.57,"Y",25,"721125091","8688287883591379",19040608,"N5947 STRANGE RD",,"HARRISBURG","MO","65256","0",,,+0008560.86,99,2140,214,+0014.85,5,16,+00000000.0000,+00000428.04300
1502,"Young adult","High","F","M",1,+0042000.00,"N",24,"618569515","5505226752670270",19771109,"3801 MAC CV",,"NEW YORK","NY","10019","0",-073.990852,+040.768196,+0033003.30,26,16501,1650,+0006.50,3,8,+00000000.0000,+00001650.16500
1503,"Young adult","Low","F","S",0,+0043000.00,"N",24,"66582855","8316968376300765",19060110,"390 W BROADWAY ST",,"BUTLER","NJ","07405","0",,,+0028002.80,154,14001,1400,+0038.50,3,9,+00001400.1400,+00000000.00000
1504,"Young adult","High","F","S",0,+0042000.00,"N",23,"630212798","1126435954953846",19040715,"201 MOUNTAIN TOP ESTATES RD",,"SPRINGFIELD","MA","01107","0",-072.614388,+042.117783,+0025772.58,61,12886,1288,+0015.25,3,6,+00000000.0000,+00001288.62900
1505,"Young adult","Medium","F","S",2,+0032098.00,"N",22,"139948541","5816604670257338",19860522,"610 CAMELLIA",,"HAVERHILL","MA","01830","0",,,+0038003.80,35,19001,1900,+0008.75,4,7,+00001900.1900,+00000000.00000
1506,"Adult","Low","F","S",0,+0077726.40,"N",57,"429105425","5999397164679010",19760511,"16885 446TH PL SE",,"MELSTONE","MT","59054","0",,,+0014001.40,9,7000,700,+0002.25,4,5,+00000700.0700,+00000000.00000
1507,"Young adult","High","F","S",2,+0035000.00,"N",19,"196071031","1413207776250361",19970113,"318 38TH ST APT 301",,"AMITY HARBOR","NY","11701","0",,,+0039003.90,38,19501,1950,+0009.50,3,7,+00000000.0000,+00001950.19500
1508,"Adult","Low","F","S",1,+0002800.68,"N",46,"127823961","8340547794826823",19830521,"2310 HOLMES ST STE 735",,"BELLAIRE","TX","77401","0",,,+0028452.85,106,14226,1422,+0026.50,3,8,+00001422.6425,+00000000.00000
1509,"Adult","Low","F","M",2,+0090271.60,"N",45,"412064456","2296561436024052",19100307,"B24 CALLE 1",,"WEATHERFORD","TX","76086","0",,,+0013961.40,96,6980,698,+0024.00,5,6,+00000698.0700,+00000000.00000
1510,"Adult","Low","F","M",2,+0064816.60,"Y",31,"475277551","6768503546220857",19150815,"UNIT 21101 BOX 46",,"NEW CITY","NY","10956","0",,,+0021002.10,6,10501,1050,+0001.50,4,8,+00001050.1050,+00000000.00000
1511,"Adult","High","F","M",2,+0098217.10,"N",45,"960966590","2870399155895987",19360731,"7532 PARSONS BLVD APT C1",,"BRONX","NY","10472","0",-073.877056,+040.832661,+0029492.95,13,14746,1474,+0003.25,4,9,+00000000.0000,+00001474.64750
1512,"Adult","Medium","F","S",0,+0015989.30,"N",62,"113472126","5890417320622293",19781021,"RR 1",,"ALLSTON","MA","02134","0",-071.135699,+042.348696,+0003670.37,25,917,91,+0003.75,5,15,+00000000.0000,+00000091.75925
1513,"Young adult","Medium","M","S",1,+0084978.10,"N",22,"156589975","4526125559870260",19200920,"8898 BLACK OAK ST",,"OWENSBORO","KY","42301","0",-087.120900,+037.768869,+0005030.50,76,1257,125,+0011.40,2,13,+00000000.0000,+00000125.76250
1514,"Adult","High","F","M",2,+0036647.90,"N",50,"114041989","3131492319904421",19050807,"HC 73 BOX 1581",,"MOORESTOWN","NJ","08057","0",,,+0021412.14,85,10706,1070,+0021.25,5,6,+00000000.0000,+00001070.60700
1515,"Adult","High","F","S",0,+0064319.20,"N",41,"204087386","2539033226465754",19760407,"1800 WYRNOZ CT NW",,"TURNEY","MO","64493","0",,,+0003010.30,37,752,75,+0005.55,3,15,+00000000.0000,+00000150.51500
1516,"Adult","Low","F","S",1,+0073338.00,"N",48,"177731658","9025912925932451",19761123,"PO BOX 6544",,"JERSEY CITY","NJ","07302","0",-074.060873,+040.722546,+0020922.09,9,10461,1046,+0002.25,4,6,+00001046.1045,+00000000.00000
1517,"Adult","High","F","S",0,+0000433.74,"N",61,"104767565","1167320340752824",19980103,"396 MAIN ST STE 2",,"PANAMA CITY","FL","32405","0",,,+0003300.33,40,825,82,+0006.00,1,15,+00000000.0000,+00000165.01650
1518,"Adult","High","F","M",2,+0016962.20,"N",45,"155353347","7256134701606172",19500127,"3331 MIDLANE DR",,"ARECIBO","PR","0612","0",,,+0018601.86,8,9300,930,+0002.00,2,10,+00000000.0000,+00000930.09300
